anime_id,title,episodes,score,popularity,rank,studio_toei_animation,studio_sunrise,studio_j.c.staff,studio_madhouse,studio_tms_entertainment,studio_production_i.g,studio_studio_deen,studio_pierrot,studio_olm,studio_shin-ei_animation,studio_a-1_pictures,studio_nippon_animation,studio_aic,studio_dle,studio_tatsunoko_production
6909,Jungle Taitei: Yuuki ga Mirai wo Kaeru,1.0,7.0,"Top 25,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6918,Wolverine,12.0,6.0,"Top 5,000","Top 10,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6919,X-Men,12.0,6.0,"Top 5,000","Top 10,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6920,Blade,12.0,6.0,"Top 5,000","Top 10,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6922,Fate/stay night Movie: Unlimited Blade Works,1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6927,Higashi no Eden: Air Communication,1.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6930,Doraemon Movie 29: Shin Nobita no Uchuu Kaitakushi,1.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6932,Kemono to Chat,1.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6935,Enkinhou no Hako: Hakase no Sagashimono,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6937,Hermes: Ai wa Kaze no Gotoku,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6939,Eien no Hou,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6941,Toriko: Jump Super Anime Tour 2009 Special,1.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6945,Gintama: Shiroyasha Koutan,1.0,8.0,"Top 5,000",Top 500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6946,Mudazumo Naki Kaikaku: The Legend of Koizumi,3.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6947,Uchurei!,12.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6948,Bakemonogatari Recap,1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6950,Aos,1.0,4.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6951,Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6953,Ningen Doubutsuen,1.0,3.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6954,Kara no Kyoukai Movie 8: Shuushou,1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6956,Working!!,13.0,8.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6958,Hyakko Extra,1.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6959,GA: Geijutsuka Art Design Class - Aozora ga Kakitai,1.0,7.0,"Top 10,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6964,Yuu☆Yuu☆Hakusho Picture Drama,1.0,6.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6965,Kaiketsu Zorori: Mahoutsukai no Deshi/Dai Kaizoku no Takara Sagashi,1.0,6.0,"Top 25,000","Top 10,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6970,Choujin Sentai Baratack,31.0,7.0,"Top 25,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6971,Gegege no Kitarou (1971),45.0,7.0,"Top 10,000","Top 5,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6973,Senkou no Night Raid,13.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6974,Seikimatsu Occult Gakuin,13.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6975,Koro no Dai Sanpo,1.0,7.0,"Top 10,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6978,Kyoufu Densetsu Kaiki! Frankenstein,1.0,6.0,"Top 25,000","Top 25,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6979,Shukufuku no Campanella,12.0,6.0,"Top 5,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6980,Kaidan Restaurant,23.0,7.0,"Top 7,500","Top 5,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6981,Super Zugan,21.0,7.0,"Top 25,000","Top 7,500",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6984,Hidamari Sketch x 365 Specials,3.0,8.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6985,Buddha Saitan,1.0,6.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6986,Kansen: Inyoku no Rensa,2.0,6.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6987,Aki-Sora,1.0,6.0,"Top 5,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,1.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6989,Uchuu Ace,52.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6992,Hoshi ni Negai wo: Fantastic Cat,1.0,6.0,"Top 25,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6993,Koneko no Rakugaki,1.0,6.0,"Top 25,000","Top 25,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6994,Koneko no Studio,1.0,6.0,"Top 25,000","Top 10,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7004,Shin Calimero,52.0,6.0,"Top 25,000","Top 10,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7014,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,1.0,7.0,"Top 7,500","Top 5,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7016,Senjou no Valkyria: SenVal Theater,9.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7017,K-On!: Ura-On!,7.0,6.0,"Top 5,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7021,Ni-hiki no Sanma,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7022,G-senjou no Higeki,1.0,4.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7024,Heya,1.0,4.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7025,Kiseichuu no Ichiya,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7026,Mado,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7027,Manga,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7028,Pop,1.0,4.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7029,Tonari no Yarou,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7030,Kemeko no Love,1.0,4.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7031,Satsujinkyou Jidai,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7032,Kitte no Gensou,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7041,Seto no Hanayome OVA Specials,2.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7044,Zan Sayonara Zetsubou Sensei Bangaichi,2.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7045,Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,1.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7048,Crush Gear Nitro,50.0,6.0,"Top 25,000","Top 10,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7052,Shinshuu Sudama-hen,4.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7053,Fault!!,3.0,7.0,"Top 5,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7054,Kaichou wa Maid-sama!,26.0,8.0,Top 500,"Top 1,000",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7058,Uragiri wa Boku no Namae wo Shitteiru,24.0,7.0,"Top 5,000","Top 5,000",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7059,Black★Rock Shooter (OVA),1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7060,Ring of Gundam,1.0,5.0,"Top 10,000","Top 25,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7062,Hidamari Sketch x ☆☆☆,12.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7066,Mahoromatic: Tadaima Okaeri,2.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7079,Ookamikakushi,12.0,6.0,"Top 5,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7081,Danball Senki,44.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7082,Shugo Chara! Party!,25.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7083,Hakushaku to Yousei Specials,6.0,6.0,"Top 7,500","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7088,Ichiban Ushiro no Daimaou,12.0,7.0,Top 500,"Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7092,Shoujo Fight: Norainu-tachi no Odekake,1.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7103,Miracle☆Train: Oedo-sen e Youkoso,13.0,6.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7106,Ougon Senshi Gold Lightan,52.0,6.0,"Top 25,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7108,Shikabane Hime: Puchitto,1.0,6.0,"Top 10,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7110,Shounen Maid Kuuro-kun: Tenshi no Uta,1.0,5.0,"Top 5,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7113,30th Gundam Perfect Mission,1.0,7.0,"Top 7,500","Top 7,500",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7122,Dai Yamato Zero-gou,5.0,6.0,"Top 25,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7135,Mahou Sensei Negima! Movie: Anime Final,1.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7139,Gdleen,1.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7148,Ladies versus Butlers!,12.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7152,Anyamal Tantei Kiruminzoo,50.0,7.0,"Top 7,500","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7155,Beat Shot!!,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7156,Arei no Kagami: Way to the Virgin Space,1.0,6.0,"Top 25,000","Top 25,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7157,Dr. Slump Movie 07: Arale-chan N-cha! Penguin Mura yori Ai wo Komete,1.0,7.0,"Top 25,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7158,Dr. Slump Movie 09: Arale-chan N-cha!! Wakuwaku Heart no Natsuyasumi,1.0,7.0,"Top 25,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7160,Yoroshiku Mechadock,30.0,7.0,"Top 25,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7162,Yaruki Manman,3.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7175,Himitsukessha Taka no Tsume Countdown,11.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7176,Cheburashka Arere?,26.0,6.0,"Top 10,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7178,Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,2.0,7.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7179,Makai Tenshi Djibril 3,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7192,Choujikuu Romanesque Samy: Missing 99,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7193,Aoi Bungaku Series,12.0,8.0,"Top 5,000","Top 5,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7211,Rose O'Neill Kewpie,26.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7222,Macross F Movie 2: Sayonara no Tsubasa,1.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7230,Hoshi ni Negai wo: Cold Body + Warm Heart,1.0,6.0,"Top 25,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7244,Hyakka Zukan,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7245,Sekai Meisaku Douwa: Wow! Maerchen Oukoku,26.0,7.0,"Top 25,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7247,Naked Wolves,52.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7248,Top wo Nerae! Gunbuster Specials,3.0,6.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7252,Grick no Bouken,1.0,6.0,"Top 25,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7254,Harukanaru Toki no Naka de 3: Owarinaki Unmei,1.0,7.0,"Top 10,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7262,Kagirohi: Shaku Kei,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7264,Onmyouji Ayakashi no Megami: Inran Jubaku,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7265,Kara no Shoujo,2.0,6.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7266,Binkan Athlete,1.0,6.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7268,Diabolus: Kikoku,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7270,Kidou Senshi Gundam 00 Special Edition,3.0,8.0,"Top 7,500","Top 5,000",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7276,Natsumushi The Animation,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7279,TO,2.0,6.0,"Top 10,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7285,Ginga Tetsudou 999: Diamond Ring no Kanata e,1.0,7.0,"Top 25,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7290,Cyborg 009: Kaijuu Sensou,1.0,6.0,"Top 25,000","Top 10,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7294,Licca-chan Fushigi na Mahou no Ring,2.0,6.0,"Top 25,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7303,Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,1.0,8.0,"Top 7,500","Top 5,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7304,Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,1.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7305,Meitantei Conan Movie 10: Tantei-tachi no Requiem Recap,1.0,8.0,"Top 7,500","Top 5,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7307,Gegege no Kitarou (1985),108.0,7.0,"Top 10,000","Top 5,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7308,Mirai Shounen Conan (Movie),1.0,7.0,"Top 25,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7311,Suzumiya Haruhi no Shoushitsu,1.0,9.0,Top 500,Top 100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7314,Yona Yona Penguin,1.0,6.0,"Top 25,000","Top 25,000",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7322,Needless+: Saint Lily Gakuen no Himitsu,12.0,7.0,"Top 7,500","Top 7,500",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
7329,Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,1.0,7.0,"Top 10,000","Top 7,500",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7330,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,1.0,7.0,"Top 25,000","Top 7,500",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7333,Koisuru Tenshi Angelique: Kagayaki no Ashita Special,1.0,7.0,"Top 25,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7334,Bakugan Battle Brawlers: Gundalian Invaders,39.0,6.0,"Top 5,000","Top 10,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7336,Cyborg 009: Chou Ginga Densetsu,1.0,7.0,"Top 10,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7337,"Hetalia Axis Powers Movie: Paint it, White",1.0,7.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7338,Darker than Black: Kuro no Keiyakusha Gaiden,4.0,8.0,"Top 1,000","Top 1,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7363,Hokuto no Ken: Legend of Heroes,1.0,6.0,"Top 10,000","Top 25,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7364,Dragon Quest: Dai no Daibouken Buchiyabure!! Shinsei 6 Daishougun,1.0,6.0,"Top 25,000","Top 10,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7366,"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",1.0,7.0,"Top 25,000","Top 7,500",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7367,Naruto: The Cross Roads,1.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7375,Shakugan no Shana-tan S,4.0,7.0,"Top 5,000","Top 7,500",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
7377,Fuyu no Sonata: Joshou - Hatsuyuki no Negai,1.0,6.0,"Top 10,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7395,Card Wang: Mix Master,39.0,6.0,"Top 25,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7396,Shuffle! Prologue,1.0,7.0,"Top 7,500","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no Dokidoki Kyoudou Seikatsu,3.0,8.0,"Top 5,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7427,Getsumen to Heiki Mina Specials,2.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7430,Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,1.0,6.0,"Top 10,000","Top 10,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7435,Dragon Quest: Dai no Daibouken,1.0,7.0,"Top 10,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7436,Dragon Quest: Dai no Daibouken Tachiagare!! Aban no Shito,1.0,6.0,"Top 25,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7445,Karo to Piyobupt: Ouchi,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7446,Karo to Piyobupt: Sandwich,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7450,Kipling Jr.,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7451,Kid's Castle,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7453,AIKa Zero Picture Drama,3.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7455,Kurutta Kyoutou: Danzai no Gakuen,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7456,Discipline Zero,2.0,7.0,"Top 7,500","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7458,Watashi no Shiranai Mesu no Kao,1.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7463,Weiß Survive R,12.0,6.0,"Top 7,500","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7465,Eve no Jikan (Movie),1.0,8.0,"Top 5,000","Top 1,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7468,Princess Lover! Picture Drama,6.0,6.0,"Top 7,500","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7471,Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,1.0,8.0,"Top 7,500","Top 5,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7472,Gintama Movie 1: Shinyaku Benizakura-hen,1.0,9.0,"Top 5,000",Top 500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
7475,Ano Ko ni 1000%,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7479,Karate Baka Ichidai,47.0,7.0,"Top 25,000","Top 5,000",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
7482,"Yume kara, Samenai",1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7488,Karo to Piyobupt: Ame no Hi,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7505,Knyacki!,49.0,6.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7522,Taichi Senjimon,39.0,6.0,"Top 25,000","Top 10,000",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7523,Fuku-chan no Sensuikan,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7536,Soukou Kihei Votoms: Pailsen Files Movie,1.0,7.0,"Top 25,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7540,Kurogane no Linebarrels Specials,2.0,7.0,"Top 10,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7549,Quiz Magic Academy: The Original Animation 2,1.0,6.0,"Top 10,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7550,Pokemon: Pikachu Tanken Club,1.0,6.0,"Top 7,500","Top 10,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7551,Gowapper 5 Gordam,36.0,7.0,"Top 25,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7559,Fate/stay night TV Reproduction,2.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7561,Kaitou Reinya,12.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7568,Umineko no Naku Koro ni Specials,26.0,6.0,"Top 7,500","Top 10,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7569,Idol Ace,1.0,5.0,"Top 25,000","Top 25,000",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7573,Bakunyuu Bomb,3.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7575,Oh! Family,26.0,7.0,"Top 25,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7578,Gokinjo Monogatari the Movie,1.0,6.0,"Top 10,000","Top 7,500",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7580,Ikkitousen: Xtreme Xecutor,12.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7581,Otome Chibaku Yuugi,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7582,Reijoku no Yakata,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7583,Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai,2.0,6.0,"Top 10,000","Top 25,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7588,Saraiya Goyou,12.0,8.0,"Top 5,000","Top 5,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7590,Mayoi Neko Overrun!,13.0,7.0,"Top 5,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7591,Tono to Issho,1.0,6.0,"Top 10,000","Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7592,Nurarihyon no Mago,24.0,8.0,"Top 1,000","Top 5,000",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7593,Kiss x Sis (TV),12.0,7.0,Top 500,"Top 7,500",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7596,Haiyoru! Nyaruani,9.0,6.0,"Top 5,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7597,"Boku, Otaryman.",1.0,6.0,"Top 10,000","Top 10,000",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
